nameWithOwner,createdAt,pullRequests,releases,updatedAt,primaryLanguage,issues,closedIssues,ageInYears,ageInMonths,releasesMonth,daysFromUpdate
google/guava,29/05/2014 16:23:17,1558,35,08/03/2023 11:56:31,Java,3423,2767,8,107.53738802777778,0.3254681989389515,2.5677519444444448
jgthms/bulma,23/01/2016 23:48:34,1113,17,08/03/2023 14:01:54,CSS,2453,2271,7,87.15667506481482,0.19505103868817622,0.47802972222222223
ReactiveX/RxJava,08/01/2013 20:11:48,3764,231,08/03/2023 12:18:55,Java,3118,3104,10,124.27710099074075,1.8587495054073608,2.1944186111111113
soimort/you-get,20/08/2012 15:53:36,1042,118,08/03/2023 14:12:48,Python,0,0,10,129.1205454351852,0.9138747021420585,0.29636305555555553
supabase/supabase,12/10/2019 05:56:49,4998,24,08/03/2023 14:13:40,TypeScript,1978,1798,3,41.71875839814815,0.5752807830701245,0.2819186111111111
scrapy/scrapy,22/02/2010 02:01:14,3011,31,08/03/2023 13:36:55,Python,2774,2285,13,159.14963802777777,0.1947852372406232,0.8944186111111111
jekyll/jekyll,20/10/2008 06:29:03,4352,107,08/03/2023 13:41:08,Ruby,4665,4576,14,175.33418432407407,0.6102631977471633,0.8241408333333333
caddyserver/caddy,13/01/2015 19:45:03,1917,103,08/03/2023 14:10:21,Go,3347,3269,8,99.79196210185187,1.0321472574602137,0.3371963888888889
ventoy/Ventoy,10/03/2020 15:19:19,385,87,08/03/2023 14:22:35,C,1720,1338,2,37.17292506481482,2.3404130788283823,0.1333075
localstack/localstack,25/10/2016 23:48:03,3484,60,08/03/2023 14:12:41,Python,4273,3976,6,77.95696210185186,0.7696554404160743,0.2983075
obsproject/obs-studio,01/10/2013 02:40:31,5191,175,08/03/2023 13:46:22,C,2912,2511,9,115.2278139537037,1.518730539054673,0.7369186111111111
prakhar1989/awesome-courses,15/11/2014 18:36:49,264,0,08/03/2023 13:40:01,,67,38,8,101.79653617592594,0.0,0.8427519444444445
ocornut/imgui,21/07/2014 14:29:47,1066,83,08/03/2023 14:16:42,C++,4652,3943,8,105.83377691666666,0.7842486814521801,0.23136305555555559
swisskyrepo/PayloadsAllTheThings,18/10/2016 07:29:07,543,2,08/03/2023 14:21:10,Python,0,0,6,77.96748062037038,0.02565172023113268,0.1569186111111111
Solido/awesome-flutter,07/05/2017 11:45:27,906,0,08/03/2023 14:09:25,Dart,0,0,5,71.12507321296296,0.0,0.35275194444444447
wasabeef/awesome-android-ui,24/12/2014 01:45:03,227,0,08/03/2023 13:46:12,,102,92,8,100.29196210185185,0.0,0.7396963888888889
git/git,23/07/2008 14:21:26,1252,0,08/03/2023 14:12:03,C,0,0,14,178.03841580555556,0.0,0.30886305555555554
NARKOZ/hacker-scripts,21/11/2015 19:05:09,142,0,08/03/2023 09:32:48,JavaScript,75,39,7,89.41412876851852,0.0,4.963029722222222
danielmiessler/SecLists,19/02/2012 01:30:18,613,18,08/03/2023 14:21:21,PHP,209,181,11,134.93348987962963,0.13339905471990157,0.15386305555555557
alacritty/alacritty,18/02/2016 05:02:30,1974,76,08/03/2023 14:22:05,Rust,4732,4437,7,86.14893432407408,0.8821931530122482,0.14164083333333333
AUTOMATIC1111/stable-diffusion-webui,22/08/2022 14:05:26,1498,1,08/03/2023 14:20:17,Python,4134,2643,0,6.61397136111111,0.1511950907256432,0.17164083333333335
microsoft/ML-For-Beginners,03/03/2021 01:34:05,412,0,08/03/2023 06:32:10,Jupyter Notebook,0,0,2,24.93138802777778,0.0,7.973585277777778
prettier/prettier,29/11/2016 17:13:37,8365,96,08/03/2023 14:16:20,JavaScript,5910,4988,6,77.00942506481482,1.2466006585453897,0.23747416666666665
CompVis/stable-diffusion,10/08/2022 14:36:44,119,0,08/03/2023 14:16:33,Jupyter Notebook,529,107,0,7.763249138888889,0.0,0.23386305555555553
juliangarnier/anime,13/03/2016 21:37:45,153,14,08/03/2023 14:04:37,JavaScript,672,491,6,85.56268432407408,0.16362273005571112,0.4327519444444445
minimaxir/big-list-of-naughty-strings,08/08/2015 20:57:20,158,0,08/03/2023 13:06:58,Python,91,30,7,92.85180469444445,0.0,1.3935852777777777
serverless/serverless,21/04/2015 03:48:40,5192,357,08/03/2023 13:19:42,JavaScript,5890,4942,7,96.2899528425926,3.70755192479527,1.1813630555555554
fffaraz/awesome-cpp,17/07/2014 08:51:11,755,0,08/03/2023 14:21:48,,525,172,8,105.38855469444445,0.0,0.14636305555555557
JetBrains/kotlin,13/02/2012 17:29:58,5076,200,08/03/2023 13:00:34,Kotlin,0,0,11,135.36700839814813,1.4774648739503065,1.5002519444444444
nuxt/nuxt,26/10/2016 11:18:47,3346,174,08/03/2023 14:17:16,TypeScript,11303,10492,6,77.57322136111111,2.243042082653917,0.2219186111111111
binhnguyennus/awesome-scalability,27/12/2017 03:46:40,79,0,08/03/2023 13:52:22,,0,0,5,63.59106395370371,0.0,0.6369186111111111
deepfakes/faceswap,19/12/2017 09:44:13,497,3,08/03/2023 10:49:14,Python,799,784,5,63.65909173148148,0.0471260258103306,3.6891408333333335
Eugeny/tabby,23/12/2016 09:06:10,3473,168,08/03/2023 14:20:50,TypeScript,3988,2729,6,75.7135639537037,2.218889076503206,0.16247416666666667
ziishaned/learn-regex,22/07/2017 12:21:03,177,0,08/03/2023 14:00:50,,84,35,5,68.57196210185185,0.0,0.4958075
square/okhttp,23/07/2012 13:42:55,3807,0,08/03/2023 13:44:16,Kotlin,3784,3630,10,129.3598139537037,0.0,0.7719186111111112
tldr-pages/tldr,08/12/2013 07:34:43,8801,2,08/03/2023 12:43:44,Markdown,1064,908,9,112.79770284259259,0.017730857540520735,1.7808074999999999
meteor/meteor,19/01/2012 01:58:17,3470,0,08/03/2023 09:33:36,JavaScript,8849,8660,11,135.95127691666667,0.0,4.949696388888889
excalidraw/excalidraw,02/01/2020 01:04:43,3736,8,08/03/2023 14:16:48,TypeScript,2392,1551,3,39.1477028425926,0.2043542639568629,0.22969638888888888
DefinitelyTyped/DefinitelyTyped,05/10/2012 16:39:45,54808,1,08/03/2023 13:12:43,TypeScript,7856,7187,10,127.56157321296295,0.007839351419180983,1.2977519444444443
etcd-io/etcd,06/07/2013 21:57:21,9188,220,08/03/2023 11:59:33,Go,6100,5949,9,118.25179543518519,1.8604368685512591,2.517196388888889
cypress-io/cypress,04/03/2015 00:46:28,6264,299,08/03/2023 13:18:03,JavaScript,12480,9776,8,97.99117506481481,3.0512951783895934,1.2088630555555555
facebook/docusaurus,20/06/2017 16:13:53,5320,125,08/03/2023 13:47:20,TypeScript,2564,2335,5,70.27594358333333,1.778702549212659,0.7208075
TryGhost/Ghost,04/05/2013 11:09:13,9752,635,08/03/2023 11:33:31,JavaScript,6532,6497,9,119.9452028425926,5.2940841730313135,2.951085277777778
aymericdamien/TensorFlow-Examples,11/11/2015 14:21:19,168,0,08/03/2023 13:50:38,Jupyter Notebook,231,69,7,89.13848062037037,0.0,0.6658075
algorithm-visualizer/algorithm-visualizer,15/05/2016 00:27:45,250,0,08/03/2023 14:19:37,JavaScript,102,73,6,83.40157321296297,0.0,0.18275194444444445
iamkun/dayjs,10/04/2018 09:26:44,936,113,08/03/2023 12:43:23,JavaScript,1308,756,4,59.93547136111111,1.8853609963151068,1.7866408333333332
Textualize/rich,10/11/2019 15:28:09,924,148,08/03/2023 12:34:12,Python,1045,971,3,41.20135099074074,3.5921152205242084,1.9396963888888887
android/architecture-samples,05/02/2016 13:42:07,431,0,08/03/2023 09:35:39,Kotlin,442,290,7,86.29359173148148,0.0,4.915529722222223
yt-dlp/yt-dlp,26/10/2020 04:22:55,1824,69,08/03/2023 14:17:34,Python,4493,3643,2,29.104258398148147,2.3707870874452635,0.2169186111111111
ColorlibHQ/AdminLTE,25/12/2013 02:52:40,2009,72,08/03/2023 12:23:43,JavaScript,2747,2693,9,112.38773062037038,0.6406393260417871,2.114418611111111
vsouza/awesome-ios,10/07/2014 16:03:45,2647,0,08/03/2023 12:30:36,Swift,462,462,8,106.14823987962964,0.0,1.9996963888888888
ryanoasis/nerd-fonts,05/12/2014 04:31:17,330,29,08/03/2023 13:44:50,CSS,718,648,8,100.83294358333333,0.2876044174593888,0.7624741666666667
parcel-bundler/parcel,07/08/2017 16:36:47,2759,25,08/03/2023 09:28:51,JavaScript,4999,4319,5,68.66322136111111,0.36409593818095004,5.028863055555556
babel/babel,28/09/2014 13:38:23,6361,338,08/03/2023 12:11:39,TypeScript,8454,7822,8,102.79566580555556,3.288076373174606,2.315529722222222
traefik/traefik,13/09/2015 19:04:02,4390,387,08/03/2023 14:12:57,Go,5324,4731,7,91.71474913888889,4.219604846914467,0.2938630555555556
JuliaLang/julia,21/04/2011 07:01:50,25915,136,08/03/2023 14:13:07,Julia,22707,19166,11,144.88263802777777,0.9386908041660952,0.29108527777777776
gogs/gogs,12/02/2014 01:57:08,2119,78,08/03/2023 14:13:06,Go,4966,4162,9,110.78524913888889,0.7040648516501797,0.2913630555555556
v2ray/v2ray-core,04/09/2015 11:42:53,524,247,08/03/2023 13:41:23,Go,2502,2481,7,91.49316580555556,2.699655190912652,0.8199741666666667
astaxie/build-web-application-with-golang,02/08/2012 11:49:35,889,0,08/03/2023 13:49:22,Go,295,181,10,129.08944358333335,0.0,0.6869186111111111
mozilla/pdf.js,26/04/2011 06:32:03,7253,49,08/03/2023 13:44:59,JavaScript,8821,8483,11,144.7325176574074,0.3385555699099122,0.7599741666666667
facebook/jest,10/12/2013 00:18:04,6622,190,08/03/2023 14:16:56,TypeScript,7272,6475,9,112.97361950925927,1.6818085569474712,0.22747416666666664
pi-hole/pi-hole,08/06/2014 15:02:55,2220,95,08/03/2023 09:12:22,Shell,2662,2635,8,107.24870284259259,0.8857915991714153,5.303585277777778
karan/Projects,04/07/2013 13:37:27,110,0,08/03/2023 12:51:15,,71,32,9,117.82951765740741,0.0,1.655529722222222
ethereum/go-ethereum,26/12/2013 13:05:46,8423,169,08/03/2023 13:07:43,Go,7100,6864,9,112.01378617592593,1.5087428589778495,1.3810852777777778
square/retrofit,06/09/2010 21:39:43,1159,0,08/03/2023 12:23:38,Java,2627,2482,12,152.72825839814814,0.0,2.1158075000000003
bregman-arie/devops-exercises,03/10/2019 17:31:21,265,0,08/03/2023 13:41:32,Python,62,50,3,42.39957321296297,0.0,0.8174741666666667
Alvin9999/new-pac,23/03/2016 08:43:36,3,0,08/03/2023 14:13:43,,1331,1004,6,84.89276765740742,0.0,0.2810852777777778
yarnpkg/yarn,19/01/2016 17:39:16,2278,150,08/03/2023 10:55:38,JavaScript,6458,4644,7,87.49517506481482,1.7143802488409534,3.5824741666666666
k88hudson/git-flight-rules,22/07/2014 20:35:09,277,0,08/03/2023 08:07:46,,69,53,8,105.59746210185186,0.0,6.380251944444445
mastodon/mastodon,22/02/2016 15:01:25,13457,186,08/03/2023 14:16:06,Ruby,9096,5458,7,86.44953617592593,2.151544221376591,0.24136305555555554
vercel/hyper,01/07/2016 06:01:21,3311,86,08/03/2023 09:39:08,TypeScript,3634,2792,6,81.64957321296296,1.0532816843474493,4.857474166666667
justjavac/awesome-wechat-weapp,22/09/2016 20:04:48,299,0,08/03/2023 13:40:50,,0,0,6,79.18098987962964,0.0,0.8291408333333333
x64dbg/x64dbg,11/04/2015 20:48:23,745,3,08/03/2023 09:15:23,C++,2238,1716,7,96.82344358333334,0.0309842315969477,5.2533075
sharkdp/bat,21/04/2018 10:52:23,1262,38,08/03/2023 12:07:50,Rust,1180,1009,4,59.52122136111111,0.6384277595625373,2.3791408333333335
tiimgreen/github-cheat-sheet,12/04/2014 16:38:42,167,0,08/03/2023 14:13:37,,56,43,8,109.09548987962962,0.0,0.28275194444444446
FiloSottile/mkcert,25/06/2018 05:33:03,127,14,08/03/2023 13:45:07,Go,310,225,4,57.53196210185185,0.24334299558939193,0.7577519444444445
Avik-Jain/100-Days-Of-ML-Code,05/07/2018 09:11:43,50,0,08/03/2023 12:24:28,,0,0,4,57.077147287037036,0.0,2.1019186111111114
typescript-cheatsheets/react,02/06/2018 04:08:16,386,0,08/03/2023 14:02:49,JavaScript,183,182,4,58.345730620370375,0.0,0.46275194444444445
CorentinJ/Real-Time-Voice-Cloning,26/05/2019 08:56:15,115,0,08/03/2023 14:14:24,Python,966,876,3,46.2524065462963,0.0,0.2696963888888889
bailicangdu/vue2-elm,23/12/2016 01:49:20,49,0,08/03/2023 11:50:08,Vue,617,506,6,75.9562491388889,0.0,2.6741408333333334
oven-sh/bun,14/04/2021 00:48:17,839,69,08/03/2023 13:28:18,Zig,1370,854,1,23.556832472222222,2.9290865009700906,1.0380297222222221
d2l-ai/d2l-zh,23/08/2017 04:40:24,1246,16,08/03/2023 14:16:46,Python,0,0,5,67.76121210185185,0.2361232850432251,0.23025194444444447
sherlock-project/sherlock,24/12/2018 14:30:48,852,0,08/03/2023 14:16:28,Python,750,717,4,51.93321210185186,0.0,0.23525194444444447
nwjs/nw.js,04/01/2012 06:21:10,822,0,08/03/2023 14:11:19,JavaScript,7170,6300,11,136.30523062037037,0.0,0.3210852777777778
f/awesome-chatgpt-prompts,05/12/2022 13:54:13,322,0,08/03/2023 14:19:34,HTML,0,0,0,3.1202028425925925,0.0,0.18358527777777778
pixijs/pixijs,21/01/2013 22:40:50,3482,193,08/03/2023 14:22:50,TypeScript,5114,4992,10,123.76097136111112,1.5594577020316243,0.12914083333333334
rustdesk/rustdesk,28/09/2020 15:36:08,1199,8,08/03/2023 14:18:55,Rust,1523,1209,2,30.43024913888889,0.2628963030662886,0.1944186111111111
Alamofire/Alamofire,31/07/2014 05:56:19,1013,93,08/03/2023 13:19:15,Swift,2673,2638,8,105.01903617592593,0.8855537375548576,1.1888630555555555
kamranahmedse/design-patterns-for-humans,16/02/2017 21:24:39,79,0,08/03/2023 14:16:20,,52,45,6,74.23662876851853,0.0,0.23747416666666665
chinese-poetry/chinese-poetry,02/09/2016 03:32:25,146,1,08/03/2023 14:18:31,JavaScript,169,81,6,79.6323139537037,0.012557716212809988,0.2010852777777778
commaai/openpilot,24/11/2016 01:33:30,8484,49,08/03/2023 08:16:18,Python,2010,1792,6,76.93171210185186,0.636928500110951,6.2380297222222225
Dogfalo/materialize,12/09/2014 19:35:38,1440,41,08/03/2023 11:17:36,JavaScript,5215,4593,8,103.89719358333333,0.39462086112186395,3.2163630555555556
marktext/marktext,12/11/2017 16:05:25,1057,36,08/03/2023 14:19:25,JavaScript,2520,1560,5,65.44731395370371,0.5500607714086749,0.18608527777777778
Unitech/pm2,21/05/2013 03:25:25,853,119,08/03/2023 11:56:17,JavaScript,4701,3992,9,119.6362028425926,0.9946821879374619,2.5716408333333334
2dust/v2rayN,30/07/2019 03:47:24,177,146,08/03/2023 13:49:10,C#,2974,2939,3,44.257323212962966,3.2988890741868593,0.6902519444444445
apache/dubbo,19/06/2012 07:56:02,5711,74,08/03/2023 12:41:55,Java,5938,5286,10,130.68586025000002,0.5662433553135676,1.8110852777777777
ngosang/trackerslist,24/04/2016 11:57:57,46,0,08/03/2023 14:21:06,,367,363,6,83.71812876851853,0.0,0.15802972222222222
styled-components/styled-components,16/08/2016 06:41:32,1213,134,08/03/2023 14:10:13,TypeScript,2665,2524,6,80.09391580555555,1.6730359435205109,0.33941861111111116
jgraph/drawio-desktop,25/05/2017 20:58:42,27,104,08/03/2023 13:42:59,Shell,1061,881,5,70.98437876851852,1.4651110822445326,0.7933075
golang-standards/project-layout,09/09/2017 16:33:26,113,0,08/03/2023 13:13:09,Makefile,97,28,5,67.56508247222222,0.0,1.290529722222222
minio/minio,14/01/2015 19:23:58,8958,388,08/03/2023 12:21:27,Go,6450,6429,8,99.7703417314815,3.8889312521776263,2.152196388888889
huginn/huginn,10/03/2013 06:00:31,1197,1,08/03/2023 09:49:27,Ruby,2022,1437,9,121.95003617592593,0.00820007956830282,4.685529722222222
dcloudio/uni-app,12/07/2018 08:52:39,320,0,08/03/2023 12:13:51,JavaScript,3775,2807,4,56.854406546296296,0.0,2.2788630555555556
iperov/DeepFaceLab,04/06/2018 13:10:00,120,2,08/03/2023 13:36:12,Python,1253,747,4,57.97810099074074,0.03449578316336034,0.9063630555555555
NationalSecurityAgency/ghidra,01/03/2019 03:27:48,1005,26,08/03/2023 14:01:15,Java,3674,2456,4,49.30154543518518,0.527366835471338,0.4888630555555556
jakevdp/PythonDataScienceHandbook,10/08/2016 14:24:36,180,0,08/03/2023 11:31:19,Jupyter Notebook,174,75,6,80.0366565462963,0.0,2.9877519444444447
dypsilon/frontend-dev-bookmarks,22/06/2013 13:23:55,329,1,08/03/2023 13:32:16,,98,80,9,118.23703617592594,0.00845758683017131,0.9719186111111111
Dreamacro/clash,10/06/2018 14:28:14,434,49,08/03/2023 13:50:01,Go,1820,1745,4,58.50130469444445,0.8375881573228103,0.6760852777777778
discourse/discourse,12/01/2013 00:25:55,20040,0,08/03/2023 12:48:26,Ruby,0,0,10,124.03592506481482,0.0,1.7024741666666665
PowerShell/PowerShell,13/01/2016 23:41:35,7534,136,08/03/2023 14:07:54,C#,10950,7621,7,87.49388802777779,1.5543942904540071,0.37802972222222225
rclone/rclone,16/03/2014 16:19:57,1970,90,08/03/2023 09:25:36,Go,4781,3994,8,110.0059065462963,0.8181378875517311,5.083029722222222
isocpp/CppCoreGuidelines,19/08/2015 20:22:52,975,4,08/03/2023 14:02:09,Python,1062,860,7,92.50428617592594,0.04324123957232365,0.4738630555555556
grpc/grpc,08/12/2014 18:58:53,21634,240,08/03/2023 14:05:33,C++,10652,10050,8,101.01761024999999,2.375823377785756,0.4171963888888889
impress/impress.js,28/12/2011 22:23:19,371,15,08/03/2023 07:12:33,JavaScript,468,415,11,136.77070284259258,0.10967261034889382,7.3005297222222225
pandas-dev/pandas,24/08/2010 01:37:33,27736,91,08/03/2023 13:21:54,Python,24070,20520,12,153.0627954351852,0.594527231397222,1.1446963888888888
Leaflet/Leaflet,22/09/2010 16:57:44,3761,30,08/03/2023 13:18:24,JavaScript,5001,4643,12,152.35158247222222,0.19691295300769066,1.2030297222222222
yangshun/front-end-interview-handbook,13/01/2018 19:40:08,256,0,08/03/2023 13:31:55,JavaScript,87,74,5,63.26136025,0.0,0.9777519444444445
faif/python-patterns,06/06/2012 21:02:35,320,0,08/03/2023 14:17:58,Python,82,73,10,131.4488880277778,0.0,0.21025194444444445
GitSquared/edex-ui,28/01/2017 09:35:02,475,29,08/03/2023 09:49:20,JavaScript,559,553,6,74.49752691666667,0.38927466723075993,4.687474166666667
fastlane/fastlane,02/12/2014 17:00:38,7131,530,08/03/2023 14:17:09,Ruby,12476,12244,8,101.28330469444444,5.232846633499227,0.22386305555555558
vuetifyjs/vuetify,12/09/2016 00:39:35,4393,462,08/03/2023 14:03:36,TypeScript,11813,10593,6,79.39499913888889,5.819006297761962,0.4496963888888889
google/zx,05/05/2021 05:50:01,196,55,08/03/2023 13:15:04,JavaScript,315,289,1,22.68920284259259,2.424060482933891,1.2585852777777777
FreeCodeCampChina/freecodecamp.cn,30/09/2016 03:13:43,72,0,08/03/2023 05:17:53,CSS,585,445,6,78.70936950925926,0.0,9.211640833333334
BurntSushi/ripgrep,11/03/2016 02:02:33,706,66,08/03/2023 13:05:12,Rust,1422,1286,6,85.51557321296296,0.771789248674478,1.4230297222222221
hashicorp/terraform,13/03/2014 22:25:48,12909,238,08/03/2023 13:58:18,Go,19565,17960,8,109.9026565462963,2.16555274894327,0.5380297222222222
hexojs/hexo,23/09/2012 15:17:08,1137,107,08/03/2023 14:20:55,JavaScript,3836,3765,10,128.00747136111113,0.8358887091687898,0.16108527777777779
alex/what-happens-when,07/11/2013 04:30:06,453,0,08/03/2023 11:56:52,,141,29,9,113.93360099074074,0.0,2.5619186111111114
PhilJay/MPAndroidChart,25/04/2014 14:29:47,491,44,08/03/2023 13:07:45,Java,4865,2872,8,108.73377691666667,0.4046580671406412,1.3805297222222221
youngyangyang04/leetcode-master,14/12/2019 12:05:42,1784,0,08/03/2023 14:11:20,Shell,153,49,3,39.41382321296297,0.0,0.3208075
agalwood/Motrix,18/12/2018 11:45:05,219,14,08/03/2023 13:53:54,JavaScript,1112,498,4,51.45861025000001,0.2720633132528098,0.6113630555555556
ultralytics/yolov5,18/05/2020 03:45:11,2373,10,08/03/2023 14:12:35,Python,7665,7435,2,34.49188802777778,0.2899232420082825,0.29997416666666665
wagoodman/dive,13/05/2018 15:44:01,161,24,08/03/2023 13:49:39,Go,272,147,4,59.392536175925926,0.40409117955343554,0.6821963888888889
streamich/react-use,27/10/2018 10:16:05,1946,249,08/03/2023 14:00:02,TypeScript,535,225,4,53.24138802777778,4.676812705748553,0.5091408333333334
vuejs/core,12/06/2018 13:49:36,3390,137,08/03/2023 14:21:43,TypeScript,3831,3259,4,57.68943432407408,2.3747849429480232,0.14775194444444445
nektos/act,02/01/2019 19:53:43,746,52,08/03/2023 14:20:43,Go,826,739,4,51.45381395370371,1.010615074069878,0.1644186111111111
poteto/hiring-without-whiteboards,15/03/2017 05:09:01,1321,0,08/03/2023 14:10:33,JavaScript,0,0,5,73.11198062037037,0.0,0.33386305555555557
akullpp/awesome-java,09/07/2014 10:12:43,903,0,08/03/2023 12:31:00,,118,118,8,105.60992506481482,0.0,1.9930297222222222
Homebrew/brew,06/03/2016 05:08:38,10227,292,08/03/2023 14:10:41,Ruby,3915,3882,7,85.57886025,3.412057593978064,0.33164083333333333
rust-lang/rustlings,15/09/2015 02:25:18,942,34,08/03/2023 14:11:56,Rust,469,376,7,91.43626765740741,0.37184369912594084,0.3108075
apache/spark,25/02/2014 08:00:08,40312,0,08/03/2023 12:57:54,Scala,0,0,9,110.1502491388889,0.0,1.5446963888888887
videojs/video.js,14/05/2010 18:45:10,2976,281,08/03/2023 11:42:08,JavaScript,4975,4570,12,156.65856395370372,1.793709790950478,2.8074741666666667
php/php-src,16/06/2011 01:52:25,9395,0,08/03/2023 14:16:29,C,1299,940,11,143.1878695092593,0.0,0.23497416666666665
go-gitea/gitea,01/11/2016 02:13:26,12777,162,08/03/2023 13:44:01,Go,10403,8406,6,77.67619358333333,2.085581083813042,0.7760852777777778
slatedocs/slate,13/09/2013 22:15:24,926,28,08/03/2023 10:21:31,SCSS,599,552,9,115.94176765740741,0.24150054433132584,4.151085277777778
RocketChat/Rocket.Chat,19/05/2015 07:36:09,12916,743,08/03/2023 12:33:55,TypeScript,15014,12076,7,95.23023987962964,7.802143530659451,1.944418611111111
brillout/awesome-react-components,24/06/2016 15:19:33,346,0,08/03/2023 11:59:20,,44,44,6,82.33946210185185,0.0,2.5208075
floodsung/Deep-Learning-Papers-Reading-Roadmap,14/10/2016 11:49:48,92,0,08/03/2023 12:56:05,Python,53,4,6,77.95598987962963,0.0,1.5749741666666666
laurent22/joplin,16/01/2017 21:49:41,2712,275,08/03/2023 12:21:18,TypeScript,5135,4857,6,75.25605469444444,3.654191029765756,2.154696388888889
chubin/cheat.sh,07/05/2017 21:40:56,151,0,08/03/2023 13:44:52,Python,225,123,5,71.56091580555555,0.0,0.7619186111111111
romkatv/powerlevel10k,24/02/2019 19:09:45,188,30,08/03/2023 13:10:48,Shell,2023,1989,4,49.71157321296297,0.603481202887723,1.3296963888888889
evanw/esbuild,14/06/2016 16:08:50,342,234,08/03/2023 13:52:19,Go,2596,2331,6,82.64541580555556,2.83137301348383,0.6377519444444445
nocodb/nocodb,29/10/2017 18:51:48,1979,90,08/03/2023 13:12:26,TypeScript,2039,1674,5,65.82154543518519,1.367333437781759,1.3024741666666666
quilljs/quill,30/07/2012 23:23:18,573,82,08/03/2023 11:02:14,JavaScript,3165,1922,10,129.57071210185185,0.6328590672214731,3.4724741666666668
apachecn/ailearning,25/02/2017 08:53:02,528,2,08/03/2023 12:53:51,Python,106,103,6,73.58752691666668,0.027178519020823685,1.6121963888888888
gorhill/uBlock,01/04/2015 17:51:11,356,270,08/03/2023 14:16:12,JavaScript,3451,3438,7,97.25522136111111,2.776200559942002,0.2396963888888889
FFmpeg/FFmpeg,14/04/2011 14:12:38,381,0,08/03/2023 13:35:21,C,0,0,11,144.8766380277778,0.0,0.9205297222222223
nodejs/node-v0.x-archive,27/05/2009 16:29:46,3796,0,08/03/2023 14:13:02,,6380,5845,13,168.46711950925925,0.0,0.29247416666666665
0voice/interview_internal_reference,10/06/2019 06:54:19,44,0,08/03/2023 14:11:20,Python,45,18,3,45.820147287037045,0.0,0.3208075
kelseyhightower/kubernetes-the-hard-way,07/07/2016 14:15:27,357,0,08/03/2023 14:16:20,,372,290,6,81.17507321296297,0.0,0.23747416666666665
alvarotrigo/fullPage.js,20/09/2013 11:58:29,506,86,08/03/2023 13:14:49,JavaScript,3980,3830,9,115.28449913888889,0.7459806014023758,1.2627519444444444
serhii-londar/open-source-mac-os-apps,03/11/2017 02:35:33,637,0,08/03/2023 14:02:03,,178,138,5,65.43057321296297,0.0,0.47552972222222223
nolimits4web/swiper,14/03/2012 19:11:45,763,36,08/03/2023 14:11:05,JavaScript,4789,4614,10,134.31046210185184,0.2680357094795793,0.3249741666666667
meilisearch/meilisearch,23/04/2018 11:45:28,1476,130,08/03/2023 14:00:27,Rust,1408,1310,4,59.425063953703706,2.187629113891726,0.5021963888888888
lerna/lerna,04/12/2015 09:36:55,1129,207,08/03/2023 09:00:42,TypeScript,2388,2071,7,88.5298139537037,2.3381953576481003,5.498029722222222
Kong/kong,17/11/2014 23:56:08,5575,128,08/03/2023 09:54:29,Lua,4060,3856,8,101.55247136111112,1.2604321518168076,4.601640833333334
google/styleguide,20/05/2015 19:18:59,409,0,08/03/2023 13:27:17,HTML,310,117,7,95.57311025000001,0.0,1.0549741666666665
iamadamdev/bypass-paywalls-chrome,07/04/2018 20:33:19,193,33,08/03/2023 13:25:33,JavaScript,999,998,4,60.43181395370371,0.5460699893152473,1.0838630555555555
sahat/hackathon-starter,13/11/2013 17:24:12,587,14,08/03/2023 09:11:09,JavaScript,615,607,9,114.07021210185185,0.1227314277937835,5.323863055555556
preactjs/preact,11/09/2015 02:40:18,2081,180,08/03/2023 11:15:04,JavaScript,1632,1488,7,91.56126765740741,1.965896766234186,3.2585852777777777
wg/wrk,20/03/2012 11:12:28,126,0,08/03/2023 10:01:51,C,381,257,10,133.6100639537037,0.0,4.478863055555555
Asabeneh/30-Days-Of-JavaScript,23/12/2019 14:07:40,491,0,08/03/2023 13:23:59,JavaScript,106,47,3,39.04606395370371,0.0,1.1099741666666665
nlohmann/json,04/07/2013 08:47:49,921,43,08/03/2023 11:07:22,C++,2099,2057,9,117.99042506481481,0.3644363513088382,3.386918611111111
dkhamsing/open-source-ios-apps,26/01/2015 23:32:34,842,37,08/03/2023 11:20:21,,252,252,8,99.23223062037037,0.37286272583702906,3.170529722222222
ant-design/ant-design-pro,25/08/2017 10:40:44,1395,26,08/03/2023 09:10:33,TypeScript,9004,8788,5,67.49436025,0.38521737080988183,5.333863055555556
jeecgboot/jeecg-boot,26/11/2018 10:40:00,183,26,08/03/2023 13:54:31,Java,3917,3857,4,52.22810099074074,0.49781630016778533,0.6010852777777778
koajs/koa,20/07/2013 18:53:45,811,0,08/03/2023 08:52:25,JavaScript,884,848,9,117.88712876851852,0.0,5.636085277777778
photonstorm/phaser,12/04/2013 12:27:51,2227,134,08/03/2023 09:56:12,JavaScript,4067,3985,9,120.63485099074074,1.1107901149584467,4.5730297222222225
airbnb/lottie-android,06/10/2016 22:42:42,679,44,08/03/2023 11:03:32,Java,1544,1525,6,78.62660099074074,0.5596070470499106,3.4508075000000002
react-hook-form/react-hook-form,05/03/2019 23:47:10,2139,509,08/03/2023 13:41:48,TypeScript,3660,3658,4,49.25745284259259,10.333461651510147,0.8130297222222223
skylot/jadx,18/03/2013 17:08:21,429,27,08/03/2023 13:09:37,Java,1351,1063,9,122.0790176574074,0.22116822790768678,1.349418611111111
