nameWithOwner,createdAt,pullRequests,releases,updatedAt,primaryLanguage,issues,closedIssues,ageInYears,ageInMonths,releasesMonth,daysFromUpdate
pingcap/tidb,06/09/2015 04:01:52,27673,164,08/03/2023 12:31:42,Go,14259,11268,7,91.68261950925925,1.7887796059692342,1.9813630555555555
eugenp/tutorials,29/04/2013 18:26:36,12945,0,08/03/2023 13:54:54,Java,656,633,9,120.6355454351852,0.0,0.5946963888888889
getsentry/sentry,30/08/2010 22:06:41,38461,99,08/03/2023 14:18:20,Python,6460,5742,12,152.94661025000002,0.6472846952160549,0.20414083333333333
adobe/brackets,07/12/2011 21:14:40,5606,69,08/03/2023 01:28:25,JavaScript,9686,7067,11,137.50884173148148,0.5017859152267373,13.036085277777778
shadowsocks/shadowsocks-android,16/12/2012 13:40:29,371,184,08/03/2023 13:07:42,Kotlin,2450,2422,10,124.4944991388889,1.4779769489632262,1.3813630555555554
exacity/deeplearningbook-chinese,07/12/2016 11:46:51,34,7,08/03/2023 13:58:35,TeX,199,138,6,76.15762876851852,0.09191462645556539,0.5333075
jgraph/drawio,06/09/2016 12:59:15,148,727,08/03/2023 12:10:19,JavaScript,2856,2481,6,79.18407321296297,9.181139217791403,2.337751944444445
open-guides/og-aws,13/07/2016 17:30:16,583,0,08/03/2023 13:31:04,Shell,222,86,6,81.63350839814815,0.0,0.9919186111111111
TanStack/query,10/09/2019 19:23:58,1537,492,08/03/2023 14:16:02,TypeScript,1226,1193,3,43.10367506481482,11.41433994340811,0.24247416666666666
bumptech/glide,08/07/2013 22:52:33,782,43,08/03/2023 08:38:49,Java,4221,3835,9,118.15446210185186,0.3639303944605411,5.862751944444445
google-research/bert,25/10/2018 22:57:34,198,0,08/03/2023 08:07:19,Python,1120,349,4,53.65167506481482,0.0,6.387751944444444
AFNetworking/AFNetworking,31/05/2011 21:28:44,1517,40,07/03/2023 09:47:50,Objective-C,0,0,11,143.83436025,0.2780976668612116,5.7124741666666665
shadowsocks/shadowsocks,20/04/2012 13:10:49,159,2,08/03/2023 09:21:31,Python,0,0,10,132.51098062037036,0.015093088819029902,5.151085277777778
tabler/tabler,01/02/2018 09:08:59,645,39,08/03/2023 14:07:42,HTML,708,646,5,62.21199913888889,0.6268887118212054,0.38136305555555555
AobingJava/JavaFamily,12/11/2019 04:26:18,14,0,08/03/2023 14:15:54,,59,58,3,40.73571210185185,0.0,0.2446963888888889
jesseduffield/lazygit,19/05/2018 00:53:06,1078,138,08/03/2023 14:09:41,Go,1255,851,4,58.920823212962965,2.3421261359708754,0.3483075
microsoft/monaco-editor,07/06/2016 16:56:31,401,0,08/03/2023 12:39:41,JavaScript,3138,2717,6,82.85225839814815,0.0,1.8483075
BVLC/caffe,12/09/2013 18:39:48,2240,14,08/03/2023 14:06:40,C++,4787,3892,9,116.09487876851853,0.12059102131382202,0.3985852777777778
nativefier/nativefier,05/07/2015 05:56:42,321,94,08/03/2023 12:04:30,TypeScript,1187,965,7,93.71882321296297,1.003000216791008,2.434696388888889
dylanaraps/pure-bash-bible,13/06/2018 01:39:33,59,0,08/03/2023 13:34:34,Shell,70,32,4,58.06168432407408,0.0,0.9335852777777778
rust-unofficial/awesome-rust,17/07/2014 10:45:10,1319,0,08/03/2023 14:23:07,Rust,117,106,8,105.32523062037038,0.0,0.12441861111111112
starship/starship,02/04/2019 03:23:12,2723,117,08/03/2023 13:58:58,Rust,1769,1360,3,48.23743432407408,2.4255021362445945,0.5269186111111112
zenorocha/clipboard.js,18/09/2015 23:04:55,223,42,08/03/2023 10:20:20,JavaScript,609,604,7,91.41425839814816,0.4594469258512392,4.1708075000000004
topjohnwu/Magisk,08/09/2016 12:42:53,1821,126,08/03/2023 12:14:55,C++,4704,4683,6,79.12649913888889,1.5923868915119719,2.261085277777778
vlang/v,08/02/2019 02:57:06,9435,142,08/03/2023 14:17:03,V,7017,6162,4,50.018600990740744,2.838943856632186,0.22552972222222223
gulpjs/gulp,04/07/2013 05:26:06,663,22,08/03/2023 12:06:38,JavaScript,1880,1856,9,118.10248987962963,0.18627888389501743,2.3991408333333335
GokuMohandas/Made-With-ML,05/11/2018 03:44:27,175,0,08/03/2023 14:02:22,Jupyter Notebook,45,45,4,53.158962101851856,0.0,0.47025194444444446
iina/iina,19/12/2016 07:18:45,831,40,08/03/2023 13:57:51,Swift,3329,1864,6,75.90657321296297,0.5269635857197277,0.5455297222222222
LeCoupa/awesome-cheatsheets,09/11/2017 02:47:15,258,0,08/03/2023 13:52:43,JavaScript,66,42,5,65.22407321296296,0.0,0.6310852777777778
jondot/awesome-react-native,26/03/2015 19:58:06,1045,0,08/03/2023 12:56:37,JavaScript,66,35,7,97.38471210185186,0.0,1.5660852777777776
istio/istio,18/11/2016 23:57:21,26467,287,08/03/2023 13:43:58,Go,17281,16785,6,77.15179543518519,3.7199393530784017,0.7769186111111112
AppFlowy-IO/AppFlowy,16/06/2021 12:56:48,1095,25,08/03/2023 12:35:31,Dart,767,385,1,21.05210099074074,1.1875299292453352,1.9177519444444444
immutable-js/immutable-js,02/07/2014 06:02:29,712,66,08/03/2023 03:23:24,TypeScript,1219,1119,8,105.98227691666668,0.6227456318181903,11.119696388888888
NervJS/taro,08/04/2018 09:32:26,3385,142,08/03/2023 12:43:48,TypeScript,9477,8549,4,59.99897136111112,2.366707241451786,1.7796963888888888
satwikkansal/wtfpython,28/08/2017 20:22:19,122,2,08/03/2023 05:14:49,Python,176,118,5,67.83792506481483,0.029482033804676767,9.262751944444444
SheetJS/sheetjs,03/12/2012 19:25:52,318,0,08/03/2023 14:12:19,JavaScript,2378,2265,10,125.50261950925926,0.0,0.3044186111111111
unknwon/the-way-to-go_ZH_CN,24/03/2013 17:18:38,694,0,08/03/2023 14:17:17,Go,0,0,9,121.87330469444446,0.0,0.22164083333333334
formulahendry/955.WLB,27/03/2019 23:53:37,60,0,08/03/2023 09:22:08,,243,72,3,48.520536175925926,0.0,5.1408075
google/material-design-lite,14/01/2015 22:01:33,1188,14,08/03/2023 06:28:47,HTML,2176,1810,8,99.6827954351852,0.1404454995356039,8.029974166666666
firstcontributions/first-contributions,20/09/2016 14:35:09,63881,0,08/03/2023 12:59:20,,566,536,6,79.43079543518519,0.0,1.5208074999999999
geekxh/hello-algorithm,29/05/2020 05:47:09,30,0,08/03/2023 14:06:00,Java,38,32,2,34.057462101851854,0.0,0.40969638888888893
google/leveldb,27/08/2014 21:17:52,353,21,08/03/2023 14:18:03,C++,705,518,8,104.37373062037037,0.201200051729314,0.20886305555555557
jaredpalmer/formik,14/06/2017 19:50:59,1226,170,08/03/2023 13:56:39,TypeScript,2141,1499,5,70.35533247222223,2.416305829655763,0.5655297222222222
xitu/gold-miner,04/11/2015 03:29:13,3891,0,08/03/2023 13:32:14,,5544,5543,7,89.73409173148148,0.0,0.9724741666666666
carbon-app/carbon,16/06/2017 02:50:28,790,215,08/03/2023 12:01:29,JavaScript,630,596,5,70.0889528425926,3.0675304920427613,2.484974166666667
Blankj/AndroidUtilCode,30/07/2016 18:18:32,210,117,08/03/2023 12:05:32,Java,1511,1270,6,81.04002691666666,1.4437310111003656,2.4174741666666666
alibaba/arthas,29/08/2018 17:15:57,700,47,08/03/2023 11:32:52,Java,1683,1448,4,55.74146210185185,0.8431784568930164,2.9619186111111113
gto76/python-cheatsheet,25/01/2018 04:16:53,89,0,08/03/2023 09:30:44,Python,56,49,5,62.60761025,0.0,4.997474166666667
XX-net/XX-Net,15/01/2015 09:35:51,481,359,08/03/2023 13:27:59,Python,13154,5307,8,99.29707321296297,3.615413711439921,1.0433075
go-gorm/gorm,25/10/2013 08:31:38,1110,2,08/03/2023 13:46:39,Go,4970,4778,9,114.23274913888889,0.01750811404852314,0.7321963888888889
metabase/metabase,02/02/2015 19:25:47,16015,330,08/03/2023 13:43:47,Clojure,12987,10441,8,99.13599913888889,3.328760519553267,0.7799741666666666
cli/cli,03/10/2019 15:24:53,2183,101,08/03/2023 12:28:43,Go,3326,2929,3,42.46983247222223,2.3781586627651508,2.0310852777777777
koalaman/shellcheck,17/11/2012 03:15:11,334,28,08/03/2023 14:17:52,Haskell,2356,1511,10,125.80855469444445,0.22256038206626377,0.2119186111111111
psf/black,14/03/2018 19:54:45,1345,26,08/03/2023 12:22:41,Python,2216,1857,4,61.25323987962963,0.424467343296343,2.1316408333333334
chakra-ui/chakra-ui,17/08/2019 14:27:54,2823,1000,08/03/2023 13:34:04,TypeScript,3127,2992,3,44.0681565462963,22.692122348014234,0.9419186111111111
QSCTech/zju-icicles,28/06/2016 16:17:32,219,0,08/03/2023 14:21:24,HTML,59,50,6,82.17391580555557,0.0,0.15302972222222222
bilibili/ijkplayer,03/06/2013 04:12:04,225,0,08/03/2023 13:46:27,C,5256,2517,9,119.17695284259258,0.0,0.7355297222222222
Trinea/android-open-project,05/01/2014 15:20:15,287,0,08/03/2023 12:18:57,,82,71,9,112.37240654629629,0.0,2.1938630555555556
shadowsocks/ShadowsocksX-NG,10/06/2016 11:49:00,117,27,08/03/2023 13:38:35,Swift,1314,1034,6,82.15643432407407,0.32864133189490513,0.8666408333333333
dotnet/aspnetcore,11/03/2014 06:09:42,14934,174,08/03/2023 12:20:47,C#,28488,26029,8,109.74493432407408,1.5854945931826092,2.1633075
date-fns/date-fns,06/10/2014 10:24:22,1525,105,08/03/2023 10:05:16,TypeScript,1575,1172,8,102.63678617592593,1.0230250177555575,4.421918611111111
blueimp/jQuery-File-Upload,01/12/2010 15:35:32,371,0,07/03/2023 16:34:38,PHP,3308,3259,12,150.06391580555558,0.0,21.932474166666665
type-challenges/type-challenges,23/07/2020 14:33:11,571,0,08/03/2023 13:41:32,TypeScript,24045,2222,2,32.69855469444445,0.0,0.8174741666666667
spf13/cobra,03/09/2013 20:40:26,911,19,08/03/2023 14:22:18,Go,1004,886,9,116.32786025,0.16333146641885385,0.1380297222222222
freeCodeCamp/devdocs,24/10/2013 18:16:07,841,0,08/03/2023 13:42:24,Ruby,1071,944,9,114.70803617592593,0.0,0.8030297222222222
testerSunshine/12306,17/05/2017 12:23:40,145,1,08/03/2023 11:55:00,Python,682,466,5,70.77050839814815,0.014130179684086697,2.5930297222222225
pyenv/pyenv,31/08/2012 06:57:52,935,70,08/03/2023 13:56:17,Roff,1568,1545,10,128.2848417314815,0.545660726982226,0.5716408333333334
dbeaver/dbeaver,21/10/2015 08:26:28,3830,171,08/03/2023 13:48:03,Java,14167,12454,7,90.03561950925926,1.8992483300724594,0.7088630555555556
netty/netty,09/11/2010 09:22:21,7052,0,08/03/2023 13:43:25,Java,6063,5548,12,150.2379065462963,0.0,0.7860852777777778
zxing/zxing,12/10/2011 14:07:27,346,29,08/03/2023 08:56:36,Java,1193,1187,11,138.84618432407407,0.20886422008049224,5.566363055555556
junegunn/vim-plug,10/09/2013 14:58:51,249,5,08/03/2023 13:37:12,Vim Script,968,861,9,116.28429543518519,0.04299806763491044,0.8896963888888889
typeorm/typeorm,29/02/2016 07:41:14,2521,24,08/03/2023 13:49:33,TypeScript,7306,5487,7,85.69408247222222,0.28006601281692484,0.6838630555555556
acmesh-official/acme.sh,26/12/2015 12:56:33,1867,39,08/03/2023 13:29:54,Shell,2636,1826,7,87.68557321296298,0.44477099904770245,1.0113630555555555
louislam/uptime-kuma,03/07/2021 01:02:42,903,78,08/03/2023 13:53:45,JavaScript,1979,1206,1,20.882156546296297,3.7352463969452545,0.6138630555555555
denysdovhan/wtfjs,14/07/2017 15:42:12,188,25,08/03/2023 13:31:24,JavaScript,105,96,5,69.49354543518518,0.35974564031010403,0.9863630555555556
mitmproxy/mitmproxy,16/02/2010 04:10:13,2531,48,08/03/2023 11:57:11,Python,2990,2749,13,159.27798062037039,0.3013599231547589,2.5566408333333333
sorrycc/awesome-javascript,01/07/2014 15:59:02,752,0,08/03/2023 14:21:51,,82,80,8,106.45086025,0.0,0.1455297222222222
openai/gym,27/04/2016 14:59:16,1438,19,08/03/2023 14:20:00,Python,1745,1703,6,84.28406395370371,0.22542814274400066,0.17636305555555556
fxsjy/jieba,29/09/2012 07:52:01,164,9,08/03/2023 09:55:28,Python,818,215,10,127.28809173148149,0.07070575006329581,4.585251944444445
ruanyf/weekly,13/10/2018 12:36:07,82,0,08/03/2023 13:46:10,,2854,559,4,53.63025839814816,0.0,0.7402519444444444
bayandin/awesome-awesomeness,08/07/2014 05:44:19,403,0,08/03/2023 11:51:18,Ruby,62,51,8,105.79236950925926,0.0,2.654696388888889
carbon-language/carbon-lang,27/04/2020 21:45:16,1913,0,08/03/2023 13:45:00,C++,486,350,2,35.358508398148146,0.0,0.7596963888888889
vim/vim,18/08/2015 21:03:56,5021,0,08/03/2023 14:13:04,Vim Script,7070,5817,7,92.51480469444445,0.0,0.2919186111111111
certbot/certbot,12/11/2014 02:52:20,4447,41,08/03/2023 10:03:30,Python,5123,4635,8,101.65458247222223,0.40332662830230515,4.4513630555555554
appwrite/appwrite,08/04/2019 16:36:25,2500,55,08/03/2023 14:22:04,TypeScript,2281,1759,3,48.36342506481482,1.137223013595317,0.14191861111111112
rapid7/metasploit-framework,30/08/2011 06:13:20,11936,0,08/03/2023 13:44:45,Ruby,5448,4949,11,140.54291580555557,0.0,0.7638630555555556
prisma/prisma,20/06/2019 13:33:47,5044,152,08/03/2023 14:20:50,TypeScript,8064,5438,3,45.26488802777778,3.358011178702616,0.16247416666666667
naptha/tesseract.js,24/06/2015 02:49:52,163,38,08/03/2023 12:23:53,JavaScript,548,526,7,94.18928617592593,0.40344291312521396,2.1116408333333334
vuejs/vue-cli,26/12/2015 23:11:20,1799,177,08/03/2023 11:12:02,JavaScript,5421,4530,7,88.11069358333333,2.0088367575111294,3.3091408333333336
joshbuchea/HEAD,20/04/2016 20:05:37,148,0,08/03/2023 14:12:40,,91,73,6,84.3472028425926,0.0,0.29858527777777777
aria2/aria2,27/11/2010 09:41:48,311,23,08/03/2023 14:20:11,C++,1712,766,12,149.62710099074076,0.1537154689739213,0.1733075
beego/beego,29/02/2012 02:32:08,1902,20,08/03/2023 13:30:22,Go,3244,3235,11,134.56580469444444,0.14862616877603899,1.0035852777777778
atlassian/react-beautiful-dnd,09/08/2017 03:37:15,947,68,08/03/2023 10:37:50,JavaScript,1521,1025,5,68.26296210185185,0.9961478070427195,3.8791408333333335
foundation/foundation-sites,13/10/2011 23:05:42,4091,76,08/03/2023 05:36:39,HTML,8168,8127,11,139.28048987962964,0.5456614926159541,8.898863055555555
apache/airflow,13/04/2015 18:04:58,20162,60,08/03/2023 12:05:29,Python,6969,6246,7,96.84756395370371,0.6195302963808357,2.4183075
hasura/graphql-engine,18/06/2018 07:57:36,3289,182,08/03/2023 10:03:39,TypeScript,5435,3523,4,57.68498987962963,3.1550668619302273,4.448863055555556
DovAmir/awesome-design-patterns,04/06/2018 17:47:48,49,0,08/03/2023 13:59:21,,9,4,4,58.590434324074074,0.0,0.5205297222222222
CSSEGISandData/COVID-19,04/02/2020 22:03:53,2767,0,08/03/2023 07:16:43,,3759,2079,3,38.114832472222226,0.0,7.231085277777778
bannedbook/fanqiang,14/01/2015 00:34:25,9,2,08/03/2023 14:18:22,Kotlin,677,402,8,99.6312028425926,0.02007403246109355,0.2035852777777778
sickcodes/Docker-OSX,04/06/2020 11:01:37,112,0,08/03/2023 06:46:04,Shell,480,234,2,33.68275839814815,0.0,7.741918611111111
halfrost/LeetCode-Go,18/07/2017 00:06:14,194,4,08/03/2023 12:30:46,Go,71,57,5,69.11352691666667,0.057875790434237025,1.996918611111111
markedjs/marked,24/07/2011 13:15:51,1366,89,08/03/2023 12:43:06,JavaScript,1307,1273,11,141.5415176574074,0.6287907708847594,1.7913630555555555
ariya/phantomjs,27/12/2010 08:18:58,1137,0,07/03/2023 16:19:32,C++,4748,4734,12,148.67311950925927,0.0,22.18414083333333
google/googletest,28/07/2015 15:07:53,1868,6,08/03/2023 12:30:39,C++,2071,1839,7,93.41261025000001,0.06423115662802067,1.9988630555555555
mqyqingfeng/Blog,13/03/2017 10:04:33,8,0,08/03/2023 13:27:22,,308,97,5,73.01446210185185,0.0,1.0535852777777777
lukehoban/es6features,03/03/2014 18:29:30,76,0,08/03/2023 05:53:02,,57,36,9,110.36726765740741,0.0,8.6258075
freefq/free,07/06/2020 02:48:33,12,0,08/03/2023 13:50:47,,475,151,2,33.85668432407408,0.0,0.6633075
laravel/framework,10/01/2013 21:27:28,26690,607,08/03/2023 13:58:18,PHP,16897,16883,10,124.16839728703704,4.888522468376659,0.5380297222222222
react-boilerplate/react-boilerplate,18/02/2015 14:36:32,1189,16,08/03/2023 09:05:00,JavaScript,1892,1822,8,98.76336025,0.16200339842122777,5.426363055555556
Z4nzu/hackingtool,11/04/2020 09:21:31,78,0,08/03/2023 13:47:30,Python,258,249,2,35.53836950925926,0.0,0.7180297222222223
typicode/husky,23/06/2014 12:14:21,341,60,08/03/2023 12:36:59,JavaScript,884,869,8,106.07568432407407,0.5656338715354664,1.8933075
xkcoding/spring-boot-demo,10/11/2017 06:27:29,76,0,08/03/2023 14:23:42,Java,152,71,5,65.06838802777777,0.0,0.11469638888888889
alibaba/p3c,23/06/2017 06:15:51,130,0,08/03/2023 09:32:30,Kotlin,823,694,5,69.74151765740741,0.0,4.968029722222222
mathiasbynens/dotfiles,05/09/2011 18:07:54,602,0,08/03/2023 10:17:39,Shell,377,241,11,140.71260099074075,0.0,4.2155297222222226
docker/compose,09/12/2013 11:40:58,3515,191,08/03/2023 10:31:48,Go,6704,6485,9,112.6275639537037,1.6958548448984638,3.979696388888889
n8n-io/n8n,22/06/2019 09:24:21,4643,8,08/03/2023 14:17:36,TypeScript,990,868,3,45.33679543518519,0.17645711222437488,0.21636305555555557
curl/curl,18/03/2010 22:32:22,6526,65,08/03/2023 13:47:44,C,3781,3734,12,158.4323417314815,0.41026976745799176,0.7141408333333333
PaddlePaddle/PaddleOCR,08/05/2020 10:38:16,2509,6,08/03/2023 13:48:10,Python,6670,5428,2,34.595730620370375,0.17343180480388898,0.7069186111111111
ityouknow/spring-boot-examples,05/11/2016 05:32:33,47,0,08/03/2023 09:11:42,Java,104,99,6,77.43223987962963,0.0,5.314696388888889
amix/vimrc,29/05/2012 16:19:29,231,0,08/03/2023 13:00:34,Vim Script,495,489,10,131.87283247222223,0.0,1.5002519444444444
elsewhencode/project-guidelines,30/06/2017 10:17:55,130,0,08/03/2023 07:06:44,JavaScript,38,28,5,69.37370284259259,0.0,7.397474166666667
ReactiveX/rxjs,15/03/2015 06:17:10,3779,0,08/03/2023 13:41:37,TypeScript,3083,2875,7,97.44078617592594,0.0,0.8160852777777778
lib-pku/libpku,22/11/2018 13:33:06,34,0,08/03/2023 14:22:46,TeX,41,31,4,52.26526765740741,0.0,0.13025194444444443
odoo/odoo,13/05/2014 15:38:58,96897,0,08/03/2023 13:47:01,JavaScript,16045,13107,8,108.09534173148148,0.0,0.7260852777777778
ziadoz/awesome-php,26/11/2013 03:14:19,1060,0,08/03/2023 07:49:44,,124,123,9,113.34236950925927,0.0,6.6808075
square/leakcanary,29/04/2015 23:54:16,978,31,08/03/2023 10:28:51,Kotlin,1487,1409,7,96.12017506481483,0.3225129373630081,4.028863055555555
hankcs/HanLP,09/10/2014 06:36:16,124,57,08/03/2023 13:08:26,Python,1360,1353,8,102.66350839814815,0.5552118848202948,1.3691408333333333
IanLunn/Hover,02/01/2014 14:27:35,65,10,08/03/2023 07:40:40,SCSS,104,83,9,112.50166580555556,0.08888757271633377,6.831918611111111
pmndrs/zustand,09/04/2019 09:10:06,546,67,08/03/2023 14:07:07,TypeScript,574,563,3,47.81137876851852,1.4013400517978003,0.3910852777777778
mingrammer/diagrams,02/02/2020 15:23:24,433,39,08/03/2023 14:21:05,Python,419,178,3,38.403989879629634,1.0155194843618711,0.1583075
airbnb/lottie-web,20/02/2015 21:02:59,212,0,08/03/2023 03:51:22,JavaScript,2716,2091,8,98.4819991388889,0.0,10.653585277777777
shengxinjing/programmer-job-blacklist,25/06/2016 06:09:10,42,0,08/03/2023 14:15:50,Shell,331,181,6,81.84523062037037,0.0,0.2458075
jgm/pandoc,20/03/2010 20:34:23,1836,116,08/03/2023 11:36:04,Haskell,6717,5866,12,158.4312213611111,0.7321789165255632,2.908585277777778
tastejs/todomvc,03/06/2011 19:56:33,1307,5,08/03/2023 14:11:24,JavaScript,765,629,11,143.78557321296296,0.034774003318082725,0.3196963888888889
aosabook/500lines,04/11/2013 02:02:53,230,0,08/03/2023 09:15:33,JavaScript,69,39,9,114.11538802777778,0.0,5.250529722222223
symfony/symfony,04/01/2010 14:21:21,29659,422,07/03/2023 22:51:44,PHP,18303,17774,13,160.3717954351852,2.6313853932660667,15.647474166666667
withastro/astro,15/03/2021 17:19:47,3891,1000,08/03/2023 13:54:37,TypeScript,2398,2293,1,24.772665805555555,40.36707263760602,0.5994186111111112
codepath/android_guides,19/06/2013 10:24:45,23,0,08/03/2023 02:29:31,,378,219,9,118.43657321296297,0.0,12.017751944444445
Light-City/CPlusPlusThings,14/07/2019 08:45:45,84,0,08/03/2023 13:52:26,C++,183,181,3,44.624906546296295,0.0,0.6358075
jashkenas/backbone,30/09/2010 19:41:28,1849,0,08/03/2023 07:21:35,JavaScript,2397,2352,12,151.9939528425926,0.0,7.1499741666666665
standard/standard,27/01/2015 01:23:31,654,4,08/03/2023 13:31:27,JavaScript,1196,1110,8,99.17059173148148,0.04033453799318421,0.9855297222222222
vuejs/vuex,16/07/2015 04:21:26,956,51,08/03/2023 13:15:05,JavaScript,1248,1164,7,93.40508247222222,0.5460088321764173,1.2583075
tmux/tmux,03/06/2015 23:32:55,516,34,08/03/2023 14:16:47,C,2966,2943,7,94.96536950925926,0.35802524831628174,0.22997416666666665
sudheerj/reactjs-interview-questions,31/05/2018 17:17:01,157,0,08/03/2023 14:07:05,JavaScript,76,72,4,58.74086950925926,0.0,0.3916408333333333
0xAX/linux-insides,03/01/2015 18:44:57,645,0,08/03/2023 13:28:06,Python,175,150,8,100.15868432407407,0.0,1.0413630555555555
kenwheeler/slick,24/03/2014 02:10:05,685,48,08/03/2023 08:29:42,JavaScript,3549,2381,8,109.4447213611111,0.43857757051274104,6.014696388888889
huihut/interview,09/02/2018 09:49:48,46,0,08/03/2023 14:17:17,C++,52,40,5,61.922656546296295,0.0,0.22164083333333334
caolan/async,01/06/2010 21:01:30,780,7,08/03/2023 04:48:51,JavaScript,1112,1101,12,155.98282321296298,0.04487673614192068,9.695529722222222
goabstract/Awesome-Design-Tools,12/02/2019 13:55:30,384,0,08/03/2023 07:21:19,JavaScript,32,25,4,49.51948987962963,0.0,7.154418611111112
niklasvh/html2canvas,16/07/2011 01:05:58,468,45,08/03/2023 02:59:35,TypeScript,2457,1636,11,142.21367506481482,0.31642526627267703,11.516640833333334
apolloconfig/apollo,04/03/2016 10:24:23,1580,38,08/03/2023 07:25:38,Java,2971,2841,7,85.47011025,0.44459987109938237,7.082474166666667
PKUanonym/REKCARC-TSC-UHT,05/04/2019 03:31:23,127,0,08/03/2023 14:23:30,HTML,27,26,3,48.13288802777778,0.0,0.11802972222222222
google-research/google-research,04/10/2018 18:42:48,446,0,08/03/2023 13:14:36,Jupyter Notebook,957,272,4,54.49321210185186,0.0,1.2663630555555554
webtorrent/webtorrent,15/10/2013 08:16:40,858,103,08/03/2023 13:10:25,JavaScript,1557,1477,9,114.57439728703703,0.8989791998814507,1.3360852777777776
sequelize/sequelize,22/07/2010 07:11:11,5394,442,08/03/2023 10:43:15,JavaScript,10007,9247,12,153.97744358333333,2.8705503203187517,3.788863055555556
kodecocodes/swift-algorithm-club,26/01/2016 17:56:12,796,0,08/03/2023 12:16:57,Swift,212,182,7,87.25243432407407,0.0,2.227196388888889
ccxt/ccxt,14/05/2017 15:41:56,8707,0,08/03/2023 13:53:56,JavaScript,8289,7591,5,71.52702691666667,0.0,0.6108075000000001
composer/composer,08/06/2011 08:53:00,3717,177,08/03/2023 14:00:06,PHP,7325,7189,11,143.22087876851853,1.23585333033794,0.5080297222222222
ClickHouse/ClickHouse,02/06/2016 08:28:18,32219,439,08/03/2023 14:16:59,C++,14860,12207,6,82.53460099074074,5.318981308811923,0.22664083333333335
postcss/postcss,24/09/2013 23:06:48,865,233,08/03/2023 11:14:01,TypeScript,904,886,9,115.54654543518518,2.016503385042345,3.276085277777778
geekcomputers/Python,30/11/2011 09:04:08,1516,0,08/03/2023 14:12:08,Python,313,110,11,137.38136025,0.0,0.30747416666666666
Binaryify/NeteaseCloudMusicApi,22/06/2016 11:58:03,407,170,08/03/2023 08:00:00,JavaScript,1238,1143,6,81.75140654629631,2.0794749250427635,6.509696388888889
herrbischoff/awesome-macos-command-line,22/09/2015 19:37:55,181,0,08/03/2023 14:11:33,,0,0,7,91.39592506481482,0.0,0.3171963888888889
Homebrew/legacy-homebrew,20/05/2009 19:38:37,33606,0,07/03/2023 16:21:31,,17034,17034,13,168.59553617592593,0.0,22.151085277777778
fengdu78/Coursera-ML-AndrewNg-Notes,04/11/2017 10:04:08,31,0,08/03/2023 11:12:58,HTML,64,15,5,65.14802691666667,0.0,3.293585277777778
hashicorp/vault,25/02/2015 00:15:59,14012,84,08/03/2023 13:58:51,Go,5379,4515,8,98.24144358333334,0.8550362956418385,0.5288630555555556
TencentARC/GFPGAN,19/03/2021 06:18:20,38,8,08/03/2023 13:42:28,Python,290,102,1,24.240138027777775,0.330031124032069,0.8019186111111112
donnemartin/interactive-coding-challenges,28/04/2015 21:36:39,237,0,08/03/2023 03:27:37,Python,64,31,7,96.22996210185185,0.0,11.049418611111111
massgravel/Microsoft-Activation-Scripts,12/01/2020 23:03:34,11,6,08/03/2023 13:54:42,Batchfile,137,136,3,38.84834173148149,0.15444674682568976,0.5980297222222223
openai/whisper,16/09/2022 20:02:54,106,4,08/03/2023 14:22:54,Jupyter Notebook,0,0,0,6.348712101851851,0.6300490455116469,0.12802972222222223
Kong/insomnia,23/04/2016 03:54:26,2339,312,08/03/2023 14:23:08,JavaScript,2898,2463,6,84.02008247222223,3.7133979260630925,0.12414083333333334
alibaba/easyexcel,06/02/2018 03:14:08,340,5,08/03/2023 13:39:10,Java,2662,2471,5,62.242471361111114,0.08033100053163993,0.8569186111111111
crossoverJie/JCSprout,17/12/2017 09:06:50,114,0,08/03/2023 09:39:46,Java,89,59,5,63.746526916666674,0.0,4.8469186111111116
trailofbits/algo,15/05/2016 03:42:48,675,2,08/03/2023 12:29:00,Jinja,1532,1402,6,83.29321210185186,0.02401156048051524,2.0263630555555556
babysor/MockingBird,07/08/2021 03:53:39,80,1,08/03/2023 14:16:43,Python,750,377,1,19.620517657407404,0.05096705486883352,0.23108527777777776
VincentGarreau/particles.js,06/09/2014 14:29:47,109,6,08/03/2023 12:01:40,JavaScript,392,102,8,104.26711025,0.05754451222071727,2.4819186111111113
jashkenas/underscore,25/10/2009 18:31:06,1550,0,08/03/2023 10:06:08,JavaScript,1413,1383,13,163.3663787685185,0.0,4.407474166666667
layui/layui,22/09/2015 08:12:03,375,73,08/03/2023 14:15:34,JavaScript,597,596,7,91.01029543518518,0.8021070544924054,0.25025194444444443
pcottle/learnGitBranching,13/08/2012 22:36:09,589,0,08/03/2023 11:28:39,JavaScript,440,422,10,129.1302398796296,0.0,3.032196388888889
alebcay/awesome-shell,07/07/2014 01:57:42,423,0,08/03/2023 12:15:25,,49,19,8,105.95160099074074,0.0,2.2527519444444444
microsoft/calculator,28/01/2019 17:55:49,1029,0,08/03/2023 13:47:04,C++,925,645,4,50.65264728703704,0.0,0.7252519444444444
cockroachdb/cockroach,06/02/2014 00:18:47,48408,0,08/03/2023 14:20:30,Go,49656,44200,9,111.03988802777778,0.0,0.16802972222222223
